2	3.116	3.141592653589793	0.8146394651308175
3	4.17544	4.1887902047863905	0.31871266245646623
4	5.0522824	4.934802200544679	2.3806465726702086
5	5.304896520000001	5.263789013914325	0.7809489699722283
6	5.336725899120001	5.167712780049969	3.270559457609745
7	4.899114375392161	4.7247659703314016	3.6900961054062487
8	4.321018879095886	4.058712126416768	6.462807523890501
9	3.5605195563750103	3.2985089027387064	7.943305941019596
10	2.5422109632517573	2.550164039877345	0.311865295770164
11	1.8456451593207757	1.8841038793898994	2.0412207888228173
12	1.2698038696126936	1.3352627688545893	4.9023234054558
13	0.8456893771620541	0.910628754783283	7.131268069465213
14	0.5699946402072245	0.5992645293207919	4.884301953720172
15	0.3568166447697225	0.38144328082330436	6.456172461716426
16	0.22622175278400408	0.23533063035889312	3.8706723221696437
17	0.14025748672608254	0.14098110691713897	0.5132745847156173
18	0.08639861182326684	0.08214588661112819	5.177039761309898
19	0.04786483095008984	0.046621601030088534	2.6666392670619654
20	0.025942738374948694	0.02580689139001405	0.5263980960806824
21	0.01509867373422014	0.013949150409020996	8.24081246163737
22	0.00872703341837924	0.007370430945714348	18.406012927286298
23	0.004031889439291209	0.003810656386852124	5.805641600287115
24	0.001983689604131275	0.001929574309403922	2.804519860345245
25	0.0010354859733565254	0.0009577224088231723	8.119635065123653
26	0.0005136010427848366	0.00046630280576761234	10.143245211523745
27	0.0002444740963655822	0.000222872124721274	9.692540810711003
28	0.0001207702036045976	0.00010463810492484565	15.417040179902465
29	5.313888958602295e-05	4.8287822738917413e-05	10.04614946781568
30	2.6250611455495334e-05	2.1915353447830204e-05	19.781830204040606
31	1.1077758034219031e-05	9.787139946737361e-06	13.186876804718729
32	4.763435954714183e-06	4.303069587032944e-06	10.698557352372994
33	1.7529444313348193e-06	1.863467088262139e-06	5.93102274912688
34	7.537661054739723e-07	7.952054001475508e-07	5.2111435191322215
35	2.834160556582136e-07	3.345288294108971e-07	15.279034049977923
36	1.1790107915381686e-07	1.387895246221376e-07	15.05044816976694
37	4.40950036035275e-08	5.6808287183311744e-08	22.37927635233994
38	1.6756101369340452e-08	2.2948428997269856e-08	26.983666849988285
39	6.333806317610691e-09	9.152230650159558e-09	30.794944317751995
40	2.356175950151177e-09	3.6047307974624982e-09	34.63656282433697
41	9.000592129577497e-10	1.4025649060732007e-09	35.82762487066141
42	2.988196587019729e-10	5.392664662608125e-10	44.58775440387742
43	1.0398924122828657e-10	2.0494360953964767e-10	49.25958342303463
